_CASE_KEY,Material Group,Material Group Text,Material,Material Text,Net Order Price,Currency,Vendor,has_deviation,classification,cycle_days,deviation_event_count
1000579,R1114,Preserves,R100027,Meyer's goulash soup,1.08,USD,0000005550,True,Deviant,30,1
1000592,R1133,Household/cosmetics,R100013,Shampoo 'Splash',2.64,USD,0000005550,False,Happy Path,27,0
1000599,R1134,Electro,R100016,Tuner X300,176.0,USD,0000003745,False,Happy Path,20,0
1000607,R1132,Sport,R100012,Skateboard 'Hells Bells',67.0,EUR,0000001011,True,Deviant,36,1
100061,R1221,Returnables,R100023,Crate 12 bottles,1.5,EUR,R1000,True,Deviant,13,1
1000611,0201,Motorcycles,1400-300,SunFun / 1200 cm3,3681.3,EUR,0000001011,False,Happy Path,26,0
1000616,R1132,Sport,R100011,Basketball 'Professional',4.75,EUR,R1000,True,Deviant,35,1
1000618,R1133,Household/cosmetics,R100013,Shampoo 'Splash',1.13,EUR,R1000,True,Deviant,42,2
1000621,R1114,Preserves,R100026,Meyer's cream of mushroom soup,0.46,EUR,R1000,True,Deviant,10,1
1000624,R1111,Dairy,R100000,Yoghurt all natural,0.53,USD,0000003745,True,Deviant,2,1
1000628,R1111,Dairy,R100001,Fauna margarine,0.95,USD,0000003745,False,Happy Path,27,0
1000629,R1111,Dairy,R100001,Fauna margarine,0.95,USD,0000003745,False,Happy Path,27,0
1000630,R1111,Dairy,R100001,Fauna margarine,0.95,USD,0000003745,False,Happy Path,26,0
1000638,R1113,Frozen foods,R100004,"'Sophia l.' pizza, 3-pack",7.34,USD,0000005550,False,Happy Path,29,0
1000657,R1114,Preserves,R100027,Meyer's goulash soup,1.07,USD,0000005550,True,Deviant,27,1
1000662,R1112,Beverages,R100032,Fitdrink 2000 (Can),0.29,USD,0000005550,True,Deviant,12,1
1000669,R1131,Tools,R100010,"Hammer, 20 oz framing",4.58,EUR,0000005550,False,Happy Path,34,0
1000685,R1134,Electro,R100016,Tuner X300,114.14,EUR,0000005550,False,Happy Path,33,0
1000694,R1112,Beverages,R100032,Fitdrink 2000 (Can),0.28,USD,0000003021,False,Happy Path,29,0
1000696,00803,Pallets,,,200.0,USD,0000003021,False,Happy Path,27,0
1000698,002,Electronics,THT-00-00,Laser Printer,179.0,USD,0000003021,True,Deviant,31,1
100070,R1113,Frozen foods,R100004,"'Sophia l.' pizza, 3-pack",3.7,EUR,R1000,False,Happy Path,34,0
1000701,002,Electronics,THT-00-03,Laser Printer,179.0,USD,0000003021,True,Deviant,28,1
1000707,002,Electronics,THT-00-09,Laser Printer,179.0,USD,0000003021,False,Happy Path,26,0
100071,R1114,Preserves,R100005,RAVIOLI 'LA MAMMA',0.39,EUR,R1000,False,Happy Path,33,0
1000714,002,Electronics,THT-00-16,Laser Printer,179.0,USD,0000003021,False,Happy Path,21,0
1000717,002,Electronics,THT-00-19,Laser Printer,179.0,USD,0000003021,False,Happy Path,25,0
1000724,002,Electronics,THT-00-26,Laser Printer,179.0,USD,0000003021,False,Happy Path,17,0
1000726,002,Electronics,THT-00-28,Laser Printer,179.0,USD,0000003021,False,Happy Path,25,0
1000728,002,Electronics,THT-00-30,Laser Printer,179.0,USD,0000003021,True,Deviant,29,1
1000737,002,Electronics,THT-00-39,Laser Printer,179.0,USD,0000003021,False,Happy Path,23,0
100074,R1122,Deli,R100002,Salami parma,25.1,EUR,R1000,False,Happy Path,26,0
